Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC)
NOT TAGGED,!01873ADFG02,AK,ADFG,H,KLAWOCK,1986,KLAWOCK R,,STEELHEAD,SMOLT       ,35,,1987,KLAWOCK LK 103-60,6/15/87,0,34000,,1,AD,,,,
NOT TAGGED,!01883ADFG02,AK,ADFG,H,KLAWOCK,1987,KLAWOCK R,,STEELHEAD,SMOLT       ,45,,1988,KLAWOCK LK 103-60,5/11/88,0,19959,,1,AD,,,,
NOT TAGGED,!01893ADFG03,AK,ADFG,H,KLAWOCK,1988,KLAWOCK R,,STEELHEAD,SMOLT       ,22.2,,1989,KLAWOCK LK 103-60,6/22/89,0,50314,,1,AD,,,,
NOT TAGGED,!01903ADFG04,AK,ADFG,H,KLAWOCK,1989,KLAWOCK R,,STEELHEAD,SMOLT       ,44.9,,1990,KLAWOCK LK 103-60,5/22/90,0,12657,,1,AD,,,,
NOT TAGGED,!01903ADFG05,AK,ADFG,H,KLAWOCK,1989,KLAWOCK R,,STEELHEAD,SMOLT       ,44.9,,1990,KLAWOCK LK 103-60,5/24/90,0,3167,,1,AD,,,,
NOT TAGGED,!01903ADFG06,AK,ADFG,H,KLAWOCK,1989,KLAWOCK R,,STEELHEAD,SMOLT       ,97.1,,1990,KLAWOCK LK 103-60,6/19/90,0,170,,1,AD,,,,
NOT TAGGED,!01923ADFG02,AK,ADFG,H,KLAWOCK,1991,KLAWOCK R,,STEELHEAD,SMOLT       ,41,,1992,KLAWOCK LK 103-60,6/10/92,0,9278,,1,AD,,,,
TAGGED,41756,AK,ADFG,H,KLAWOCK,1979,KLAWOCK R,,STEELHEAD,,45.35,,1980,KLAWOCK R 103-60,6/1/80,2054,2608,,1,AD,,,,
TAGGED,41912,AK,ADFG,H,KLAWOCK,1980,KLAWOCK R,,STEELHEAD,,42.79,,1981,KLAWOCK R 103-60,6/1/81,5885,6422,,1,AD,,,,
TAGGED,42201,AK,ADFG,H,KLAWOCK,1981,KLAWOCK R,,STEELHEAD,,45.35,,1982,KLAWOCK R 103-60,6/10/82,28532,29628,,1,AD,,,,
TAGGED,42219,AK,ADFG,H,KLAWOCK,1982,KLAWOCK R,,STEELHEAD,,45,,1983,KLAWOCK R 103-60,6/23/83,13982,14123,,1,AD,,,,
TAGGED,42241,AK,ADFG,H,KLAWOCK,1982,KLAWOCK R,,STEELHEAD,,45,,1983,KLAWOCK R 103-60,6/23/83,1498,1655,,1,AD,,,,
TAGGED,042610*1,AK,ADFG,H,KLAWOCK,1986,KLAWOCK R,,STEELHEAD,,39.7,,1987,KLAWOCK R 103-60,5/19/87,1067,1100,,1,AD,,,,
NOT TAGGED,!01913ADFG02,AK,ADFG,H,KLAWOCK,1989,KLAWOCK R,,STEELHEAD,SMOLT       ,200,,1991,KLAWOCK R 103-60,5/20/91,0,3560,,1,AD,,,,
NOT TAGGED,!01913ADFG04,AK,ADFG,H,KLAWOCK,1990,KLAWOCK R,,STEELHEAD,SMOLT       ,45,,1991,KLAWOCK R 103-60,5/22/91,0,13675,,1,AD,,,,
NOT TAGGED,!01873ADFG03,AK,ADFG,H,KLAWOCK,1986,KLAWOCK R,,STEELHEAD,SMOLT       ,32.69,,1987,MONTANA CR 111-50,5/28/87,0,27000,,1,AD,,,,
TAGGED,41613,AK,ADFG,H,KLAWOCK,1984,KLAWOCK R,,STEELHEAD,,25,,1985,WARD LK 101-47,6/7/85,6757,7321,,1,AD,,,,
TAGGED,41614,AK,ADFG,H,KLAWOCK,1984,KLAWOCK R,,STEELHEAD,,25,,1985,WARD LK 101-47,6/7/85,7106,7544,,1,AD,,,,
TAGGED,41615,AK,ADFG,H,KLAWOCK,1984,KLAWOCK R,,STEELHEAD,,25,,1985,WARD LK 101-47,6/7/85,6543,7051,,1,AD,,,,
TAGGED,42544,AK,ADFG,H,KLAWOCK,1985,KLAWOCK R,,STEELHEAD,,30.5,,1986,WARD LK 101-47,6/23/86,16578,16712,,1,AD,,,,
TAGGED,42545,AK,ADFG,H,KLAWOCK,1985,KLAWOCK R,,STEELHEAD,,30.5,,1986,WARD LK 101-47,6/23/86,11520,11613,,1,AD,,,,
TAGGED,042610*2,AK,ADFG,H,KLAWOCK,1986,KLAWOCK R,,STEELHEAD,,39.7,,1987,WARD LK 101-47,5/19/87,27826,28687,,1,AD,,,,
TAGGED,42954,AK,ADFG,H,KLAWOCK,1987,KLAWOCK R,,STEELHEAD,,45,,1988,WARD LK 101-47,5/18/88,18470,19649,,1,AD,,,,
TAGGED,42952,AK,ADFG,H,KLAWOCK,1988,KLAWOCK R,,STEELHEAD,,14.2,,1989,WARD LK 101-47,6/13/89,20934,21124,R,1,AD,,,,
TAGGED,42835,AK,ADFG,H,KLAWOCK,1988,KLAWOCK R,,STEELHEAD,,15.3,,1989,WARD LK 101-47,6/19/89,10519,10668,R,1,AD,,,,
TAGGED,43020,AK,ADFG,H,KLAWOCK,1988,KLAWOCK R,,STEELHEAD,,15.3,,1989,WARD LK 101-47,6/19/89,6738,6875,R,1,AD,,,,
NOT TAGGED,!01913ADFG05,AK,ADFG,H,KLAWOCK,1990,KLAWOCK R,,STEELHEAD,SMOLT       ,46,,1991,WARD LK 101-47,5/28/91,0,12047,,1,AD,,,,
NOT TAGGED,!01923ADFG03,AK,ADFG,H,KLAWOCK,1991,KLAWOCK R,,STEELHEAD,SMOLT       ,41,,1992,WARD LK 101-47,6/3/92,0,9632,,1,AD,,,,
NOT TAGGED,!01933ADFG03,AK,ADFG,H,KLAWOCK,1991,KLAWOCK LK,,STEELHEAD,SMOLT       ,68.2,,1993,WARD LK 101-47,6/11/93,0,300,,1,AD,,,,
NOT TAGGED,!01933ADFG02,AK,ADFG,H,KLAWOCK,1992,KLAWOCK LK,,STEELHEAD,SMOLT       ,46.3,,1993,WARD LK 101-47,5/26/93,0,11406,,1,AD,,,,
TAGGED,44226,AK,ADFG,H,KLAWOCK RIVER,1993,KARTA R,KARTA R,COHO,FINGERLING  ,6.78,80,1994,OLD FRANKS LKS102-60,8/16/94,9266,25778,C,1,AD,,,,REP: 044226 044256 THRU 044258
TAGGED,44256,AK,ADFG,H,KLAWOCK RIVER,1993,KARTA R,KARTA R,COHO,FINGERLING  ,6.78,80,1994,OLD FRANKS LKS102-60,8/16/94,9402,26156,C,1,AD,,,,REP: 044226 044256 THRU 044258
TAGGED,44257,AK,ADFG,H,KLAWOCK RIVER,1993,KARTA R,KARTA R,COHO,FINGERLING  ,6.78,80,1994,OLD FRANKS LKS102-60,8/16/94,9512,26462,C,1,AD,,,,REP: 044226 044256 THRU 044258
TAGGED,44258,AK,ADFG,H,KLAWOCK RIVER,1993,KARTA R,KARTA R,COHO,FINGERLING  ,6.78,80,1994,OLD FRANKS LKS102-60,8/16/94,6555,18236,C,1,AD,,,,REP: 044226 044256 THRU 044258
TAGGED,44427,AK,ADFG,H,KLAWOCK RIVER,1994,KARTA R,KARTA R,COHO,FINGERLING  ,3.25,65,1995,OLD FRANKS LKS102-60,7/21/95,11277,40533,C,1,AD,,,,REPLICATE TO 044428
TAGGED,44428,AK,ADFG,H,KLAWOCK RIVER,1994,KARTA R,KARTA R,COHO,FINGERLING  ,3.25,65,1995,OLD FRANKS LKS102-60,7/21/95,10957,38186,C,1,AD,,,,REPLICATE TO 044427
TAGGED,44425,AK,ADFG,H,KLAWOCK RIVER,1994,KARTA R,KARTA R,COHO,FINGERLING  ,3.36,65,1995,OLD FRANKS+KLAWOCK R,7/26/95,8902,73520,C,1,AD,,,,APPROX 4937 CWT FISH ESCAPED INTO KLAWOCK R. REMAINDER PLANTED IN OLD FRANKS LK.
TAGGED,44426,AK,ADFG,H,KLAWOCK RIVER,1994,KARTA R,KARTA R,COHO,FINGERLING  ,3.36,65,1995,OLD FRANKS+KLAWOCK R,7/26/95,10815,75929,C,1,AD,,,, APPROX 5107 CWT FISH ESCAPED INTO KLAWOCK R REMAINDER PLANTED IN OLD FRANKS LK
NOT TAGGED,!12845ADFG04,AK,ADFG,H,MAIN BAY,1983,WELLS R 222-20,,CHUM,FED FRY     ,0.4,,1984,LAKE BAY 223-40,4/25/84,0,7355000,,2,NO MARK,,,,
NOT TAGGED,!12865ADFG05,AK,ADFG,H,MAIN BAY,1985,WELLS R 222-20,,CHUM,FED FRY     ,0.45,,1986,LAKE BAY 223-40,5/7/86,0,4251497,,2,NO MARK,,,,
NOT TAGGED,!12835ADFG03,AK,ADFG,H,MAIN BAY,1982,WELLS R 222-20,,CHUM,FED FRY     ,0.48,,1983,MAIN BAY 225-20,4/25/83,0,8479038,,2,NO MARK,,,,
NOT TAGGED,!12835ADFG04,AK,ADFG,H,MAIN BAY,1982,WELLS R 222-20,,CHUM,FED FRY     ,0.69,,1983,MAIN BAY 225-20,4/18/83,0,73813,,2,AD+LV,,,,
NOT TAGGED,!12845ADFG05,AK,ADFG,H,MAIN BAY,1983,WELLS R 222-20,,CHUM,FED FRY     ,0.34,,1984,MAIN BAY 225-20,5/5/84,0,951680,,2,NO MARK,,,,
TAGGED,B41409,AK,ADFG,H,MAIN BAY,1983,WELLS R 222-20,,CHUM,,0.4,,1984,MAIN BAY 225-20,5/1/84,57482,3353582,,2,AD,,,,
TAGGED,B41408,AK,ADFG,H,MAIN BAY,1983,WELLS R 222-20,,CHUM,,0.9,,1984,MAIN BAY 225-20,5/1/84,52165,3185029,,2,AD,,,,
NOT TAGGED,!12855ADFG06,AK,ADFG,H,MAIN BAY,1984,WELLS R 222-20,,CHUM,FED FRY     ,0.47,,1985,MAIN BAY 225-20,5/17/85,0,19394961,,2,NO MARK,,,,
TAGGED,B40503,AK,ADFG,H,MAIN BAY,1984,WELLS R 222-20,,CHUM,,0.84,,1985,MAIN BAY 225-20,5/1/85,64467,3197185,,2,AD,,,,
TAGGED,B40502,AK,ADFG,H,MAIN BAY,1984,WELLS R 222-20,,CHUM,,0.89,,1985,MAIN BAY 225-20,4/1/85,19850,1000001,,2,AD,,,,RELEASE NUMBER IMPRECISE
TAGGED,B31005,AK,ADFG,H,MAIN BAY,1985,MAIN BAY,,CHUM,,1,,1986,MAIN BAY 225-20,5/16/86,45777,195945,,2,AD,,,,
NOT TAGGED,!12865ADFG06,AK,ADFG,H,MAIN BAY,1985,WELLS R 222-20,,CHUM,FED FRY     ,0.72,,1986,MAIN BAY 225-20,5/9/86,0,2304213,,2,NO MARK,,,,
TAGGED,B30912,AK,ADFG,H,MAIN BAY,1985,WELLS R 222-20,,CHUM,,0.8,,1986,MAIN BAY 225-20,5/28/86,36654,2523236,,2,AD,,,,
TAGGED,B30911,AK,ADFG,H,MAIN BAY,1985,WELLS R 222-20,,CHUM,,1.1,,1986,MAIN BAY 225-20,5/23/86,36660,234781,,2,AD,,,,
TAGGED,B31503,AK,ADFG,H,MAIN BAY,1986,MAIN BAY,,CHUM,,,,1987,MAIN BAY 225-20,6/9/87,56846,38270627,,2,AD,,,,
TAGGED,B31504,AK,ADFG,H,MAIN BAY,1986,MAIN BAY,,CHUM,,,,1987,MAIN BAY 225-20,6/9/87,52880,38266397,,2,AD,,,,
NOT TAGGED,!12836ADFG07,AK,ADFG,H,MAIN BAY,1982,A F KOERNIG,,PINK,FED FRY     ,0.23,,1983,MAIN BAY 225-20,5/9/83,0,25751531,,2,NO MARK,,,,
NOT TAGGED,!12836ADFG06,AK,ADFG,H,MAIN BAY,1982,WELLS R 222-20,,PINK,FED FRY     ,0.38,,1983,MAIN BAY 225-20,4/18/83,0,91328,,2,AD+RV,,,,
NOT TAGGED,!12846ADFG08,AK,ADFG,H,MAIN BAY,1983,MAIN BAY,,PINK,FED FRY     ,0.21,,1984,MAIN BAY 225-20,5/8/84,0,41945403,,2,NO MARK,,,,
NOT TAGGED,!12856ADFG07,AK,ADFG,H,MAIN BAY,1984,CANNERY CR,,PINK,FINGERLING  ,0.2,,1985,MAIN BAY 225-20,5/2/85,0,29286498,,2,NO MARK,,,,
NOT TAGGED,!12866ADFG05,AK,ADFG,H,MAIN BAY,1985,CANNERY CR,,PINK,FED FRY     ,0.26,,1986,MAIN BAY 225-20,5/9/86,0,32728663,,2,NO MARK,,,,
NOT TAGGED,!12876ADFG03,AK,ADFG,H,MAIN BAY,1986,MAIN BAY,,PINK,FED FRY     ,,,1987,MAIN BAY 225-20,6/1/87,0,2660000,,2,NO MARK,,,,
NOT TAGGED,!12896ADFG02,AK,ADFG,H,MAIN BAY,1988,A F KOERNIG,,PINK,FED FRY     ,0.32,,1989,MAIN BAY 225-20,6/12/89,0,10200000,,2,NO MARK,,,,
TAGGED,311921,AK,ADFG,H,MAIN BAY,1989,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,10.3,,1991,COGHILL R 223-30,5/29/91,16189,443000,R,2,AD,,,,
NOT TAGGED,!12884ADFG19,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,FED FRY     ,0.26,,1988,DAVIS LK 223-30 (B),6/15/88,0,657287,,2,NO MARK,,,,
TAGGED,311919,AK,ADFG,H,MAIN BAY,1989,ESHAMY LK,ESHAMY LK,SOCKEYE,SMOLT       ,7.2,,1991,ESHAMY R 225-30,5/29/91,15811,872492,R,2,AD,,,,
NOT TAGGED,!12884ADFG21,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,FED FRY     ,0.26,,1988,ESTHER PASS LK223-20,6/14/88,0,153031,,2,NO MARK,,,,
NOT TAGGED,!12894ADFG18,AK,ADFG,H,MAIN BAY,1988,COGHILL LK,,SOCKEYE,FED FRY     ,0.22,,1989,ESTHER PASS LK223-20,6/15/89,0,154644,,2,NO MARK,,,,
TAGGED,311763,AK,ADFG,H,MAIN BAY,1986,COGHILL LK,,SOCKEYE,,,,1988,MAIN BAY 225-20,5/16/88,11102,77082,D,2,AD,,,,
TAGGED,311801,AK,ADFG,H,MAIN BAY,1986,COGHILL LK,,SOCKEYE,,,,1988,MAIN BAY 225-20,5/16/88,11109,101773,D,2,AD,,,,
TAGGED,311802,AK,ADFG,H,MAIN BAY,1986,COGHILL LK,,SOCKEYE,,,,1988,MAIN BAY 225-20,5/16/88,10826,110900,D,2,AD,,,,
TAGGED,311803,AK,ADFG,H,MAIN BAY,1986,COGHILL LK,,SOCKEYE,,,,1988,MAIN BAY 225-20,5/16/88,8491,40270,D,2,AD,,,,
TAGGED,311815,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,SMOLT       ,7.85,,1989,MAIN BAY 225-20,5/25/89,25076,1209878,O,2,AD,,,,
TAGGED,311814,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,SMOLT       ,9.8,,1989,MAIN BAY 225-20,6/5/89,25271,1148319,O,2,AD,,,,
TAGGED,311813,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,SMOLT       ,10.13,,1989,MAIN BAY 225-20,6/5/89,25006,948847,O,2,AD,,,,
TAGGED,311812,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,SMOLT       ,13.84,,1989,MAIN BAY 225-20,5/25/89,25081,617982,O,2,AD,,,,
TAGGED,311841,AK,ADFG,H,MAIN BAY,1988,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,13.35,112,1990,MAIN BAY 225-20,5/24/90,15576,642427,Y,2,AD,,,,
TAGGED,311843,AK,ADFG,H,MAIN BAY,1988,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,13.5,108,1990,MAIN BAY 225-20,5/15/90,14941,90459,T,2,AD,,,,
TAGGED,311845,AK,ADFG,H,MAIN BAY,1988,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,15.05,113,1990,MAIN BAY 225-20,5/25/90,15311,848215,Y,2,AD,,,,
TAGGED,311842,AK,ADFG,H,MAIN BAY,1988,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,15.6,113,1990,MAIN BAY 225-20,5/22/90,14927,76616,T,2,AD,,,,
TAGGED,311848,AK,ADFG,H,MAIN BAY,1988,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,16.1,115,1990,MAIN BAY 225-20,5/29/90,16439,95688,T,2,AD,,,,
TAGGED,311847,AK,ADFG,H,MAIN BAY,1988,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,16.5,119,1990,MAIN BAY 225-20,6/5/90,15093,86837,T,2,AD,,,,
TAGGED,311846,AK,ADFG,H,MAIN BAY,1988,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,16.85,120,1990,MAIN BAY 225-20,6/6/90,16186,317462,Y,2,AD,,,,
TAGGED,311844,AK,ADFG,H,MAIN BAY,1988,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,16.96,119,1990,MAIN BAY 225-20,5/28/90,15265,461601,Y,2,AD,,,,
TAGGED,311923,AK,ADFG,H,MAIN BAY,1989,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,6.1,86,1991,MAIN BAY 225-20,5/31/91,15609,390090,B,2,AD,,,,
TAGGED,311922,AK,ADFG,H,MAIN BAY,1989,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,7.8,86,1991,MAIN BAY 225-20,5/9/91,15734,447033,T,2,AD,,,,
TAGGED,311924,AK,ADFG,H,MAIN BAY,1989,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,11.3,100,1991,MAIN BAY 225-20,6/3/91,15711,290369,S,2,AD,,,,
TAGGED,311925,AK,ADFG,H,MAIN BAY,1989,COGHILL LK,COGHILL LK,SOCKEYE,SMOLT       ,14.3,107,1991,MAIN BAY 225-20,6/4/91,15622,390282,S,2,AD,,,,
TAGGED,311920,AK,ADFG,H,MAIN BAY,1989,ESHAMY LK,ESHAMY LK,SOCKEYE,SMOLT       ,7.54,,1991,MAIN BAY 225-20,5/31/91,14955,845563,,2,AD,,,,
TAGGED,1301010908,AK,ADFG,H,MAIN BAY,1990,EYAK LK,EYAK LK,SOCKEYE,SMOLT       ,2.8,62,1991,MAIN BAY 225-20,6/4/91,5431,47609,B,2,AD,,,,
NOT TAGGED,!12884ADFG20,AK,ADFG,H,MAIN BAY,1987,COGHILL LK,,SOCKEYE,FED FRY     ,0.26,,1988,PASS LK 223-20,6/14/88,0,594210,,2,NO MARK,,,,
NOT TAGGED,!12894ADFG19,AK,ADFG,H,MAIN BAY,1988,COGHILL LK,,SOCKEYE,FED FRY     ,0.22,,1989,PASS LK 223-20,6/15/89,0,603219,,2,NO MARK,,,,
TAGGED,B31201,AK,ADFG,H,MARX CREEK,1985,FISH CR 101-15,,CHUM,,0.3,,1986,MARX CR 101-15,6/1/86,9263,9823,,1,AD,,,,SPAWNING CHANNEL PRODUCTION
TAGGED,B31202,AK,ADFG,H,MARX CREEK,1985,FISH CR 101-15,,CHUM,,0.3,,1986,MARX CR 101-15,6/4/86,9328,10434,,1,AD,,,,SPAWNING CHANNEL PRODUCTION
TAGGED,B31203,AK,ADFG,H,MARX CREEK,1985,FISH CR 101-15,,CHUM,,0.3,,1986,MARX CR 101-15,6/6/86,8378,9575,,1,AD,,,,SPAWNING CHANNEL PRODUCTION
TAGGED,B31502,AK,ADFG,H,MARX CREEK,1986,FISH CR 101-15,,CHUM,,0.3,,1987,MARX CR 101-15,5/10/87,30554,1040000,,1,AD,,,,SPAWNING CHANNEL PRODUCTION
NOT TAGGED,!01885ADFG04,AK,ADFG,H,MARX CREEK,1987,FISH CR 101-15,,CHUM,EMERGENT FRY,0.4,,1988,MARX CR 101-15,5/6/88,0,930000,,1,NO MARK,,,,
TAGGED,B30301,AK,ADFG,H,MARX CREEK,1987,FISH CR 101-15,,CHUM,,0.4,,1988,MARX CR 101-15,4/11/88,10470,80000,C,1,AD,,,,
TAGGED,B30302,AK,ADFG,H,MARX CREEK,1987,FISH CR 101-15,,CHUM,,0.4,,1988,MARX CR 101-15,5/6/88,10688,316000,C,1,AD,,,,
TAGGED,B30406,AK,ADFG,H,MARX CREEK,1987,FISH CR 101-15,,CHUM,,0.4,,1988,MARX CR 101-15,4/15/88,19831,225000,C,1,AD,,,,
TAGGED,B30407,AK,ADFG,H,MARX CREEK,1987,FISH CR 101-15,,CHUM,,0.4,,1988,MARX CR 101-15,5/5/88,20192,152000,C,1,AD,,,,
TAGGED,B30501,AK,ADFG,H,MARX CREEK,1987,FISH CR 101-15,,CHUM,,0.4,,1988,MARX CR 101-15,4/23/88,20714,311000,C,1,AD,,,,
TAGGED,B30502,AK,ADFG,H,MARX CREEK,1987,FISH CR 101-15,,CHUM,,0.4,,1988,MARX CR 101-15,4/27/88,20431,256000,C,1,AD,,,,
NOT TAGGED,!01895ADFG01,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,EMERGENT FRY,0.43,,1989,MARX CR 101-15,5/5/89,0,2942964,,1,NO MARK,,,,
TAGGED,401010411,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,,0.4,,1989,MARX CR 101-15,4/7/89,10289,90089,T,1,AD,,,,
TAGGED,401010412,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,,0.4,,1989,MARX CR 101-15,4/9/89,10769,92840,T,1,AD,,,,
TAGGED,401010413,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,,0.4,,1989,MARX CR 101-15,4/11/89,6281,158997,S,1,AD,,,,
TAGGED,401010414,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,,0.4,,1989,MARX CR 101-15,4/20/89,12337,523240,S,1,AD,,,,
TAGGED,401010415,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,,0.4,,1989,MARX CR 101-15,4/22/89,11683,135689,T,1,AD,,,,
TAGGED,401010501,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,,0.4,,1989,MARX CR 101-15,4/24/89,11177,143989,T,1,AD,,,,
TAGGED,401010502,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,,0.4,,1989,MARX CR 101-15,4/25/89,4851,51994,T,1,AD,,,,
TAGGED,401010503,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,,0.4,,1989,MARX CR 101-15,5/4/89,11742,39895,T,1,AD,,,,
TAGGED,401010504,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,,0.4,,1989,MARX CR 101-15,5/5/89,10426,13288,T,1,AD,,,,
TAGGED,401010505,AK,ADFG,H,MARX CREEK,1988,FISH CR 101-15,,CHUM,,0.4,,1989,MARX CR 101-15,5/7/89,8133,17997,T,1,AD,,,,
TAGGED,43848,AK,ADFG,H,MARX CREEK,1990,FISH CR 101-15,FISH CR 101-15,COHO,SMOLT       ,,,1992,MARX CR 101-15,6/13/92,2871,3032,O,1,AD,,,,
TAGGED,44012,AK,ADFG,H,MARX CREEK,1991,FISH CR 101-15,FISH CR 101-15,COHO,SMOLT       ,,,1993,MARX CR 101-15,6/9/93,2635,2694,O,1,AD,,,,
TAGGED,44014,AK,ADFG,H,MARX CREEK,1992,MARX CR 101-15,FISH CR 101-15,COHO,SMOLT       ,,85,1994,MARX CR 101-15,6/2/94,1147,1154,O,1,AD,,,,
TAGGED,44422,AK,ADFG,H,MARX CREEK,1993,MARX CR 101-15,FISH CR 101-15,COHO,SMOLT       ,,,1995,MARX CR 101-15,5/29/95,686,699,O,1,AD,,,,
TAGGED,401020901,AK,ADFG,H,MEDVEJIE CIF,1991,GAME CR 114-31,GAME CR 114-31,COHO,FED FRY     ,1.48,,1992,SUNTAHEEN CR 114-27,6/25/92,20857,72092,C,1,AD,,,,
TAGGED,401020910,AK,ADFG,H,MEDVEJIE CIF,1992,GAME CR 114-31,GAME CR 114-31,COHO,FED FRY     ,1.6,,1993,SUNTAHEEN CR 114-27,6/28/93,19724,61426,C,1,AD,,,,
TAGGED,401010912,AK,ADFG,H,MEDVEJIE CIF,1991,MEDVEJIE,INDIAN R 113-41,COHO,FINGERLING  ,,,1992,WRINKLENECK CR113-41,8/9/92,4854,4968,R,1,AD,,,,
TAGGED,401021310,AK,ADFG,H,MEDVEJIE CIF,1992,MEDVEJIE,INDIAN R 113-41,COHO,FED FRY     ,0.45,,1993,WRINKLENECK CR113-41,5/15/93,1830,1830,R,1,AD,,,,
TAGGED,401030213,AK,ADFG,H,MEDVEJIE CIF,1993,MEDVEJIE,INDIAN R 113-41,COHO,FED FRY     ,0.7,,1994,WRINKLENECK CR113-41,5/21/94,1982,2152,R,1,AD,,,,
TAGGED,401030514,AK,ADFG,H,MEDVEJIE CIF,1994,MEDVEJIE,INDIAN R 113-41,COHO,FED FRY     ,1.1,,1995,WRINKLENECK CR113-41,5/24/95,2111,2170,R,1,AD,,,,
TAGGED,401030515,AK,ADFG,H,MEDVEJIE CIF,1995,MEDVEJIE,INDIAN R 113-41,COHO,PRESMOLT    ,12,,1996,WRINKLENECK CR113-41,10/3/96,2162,2184,R,1,AD,,,,
NOT TAGGED,!01816ADFG02,AK,ADFG,H,MEYERS CHUCK,1980,MEYERS STREAM 102-80,,PINK,EMERGENT FRY,,,1981,MEYERS STREAM 102-80,5/15/81,0,10000,,1,NO MARK,,,,
NOT TAGGED,!01826ADFG02,AK,ADFG,H,MEYERS CHUCK,1981,MEYERS STREAM 102-80,,PINK,EMERGENT FRY,,,1982,MEYERS STREAM 102-80,5/15/82,0,10000,,1,NO MARK,,,,
NOT TAGGED,!01836ADFG02,AK,ADFG,H,MEYERS CHUCK,1982,MEYERS STREAM 102-80,,PINK,EMERGENT FRY,,,1983,MEYERS STREAM 102-80,4/30/83,0,9000,,1,NO MARK,,,,
NOT TAGGED,!01866ADFG02,AK,ADFG,H,MEYERS CHUCK,1985,MEYERS STREAM 102-80,,PINK,EMERGENT FRY,,,1986,MEYERS STREAM 102-80,4/30/86,0,450000,,1,NO MARK,,,,
NOT TAGGED,!01886ADFG02,AK,ADFG,H,MEYERS CHUCK,1987,BURNETT INLET,,PINK,EMERGENT FRY,,,1988,MEYERS STREAM 102-80,4/30/88,0,1000000,,1,NO MARK,,,,
NOT TAGGED,!12935ADFG03,AK,ADFG,H,NOME INSTREAM INCUB,1992,BOULDER CR 333-10,,CHUM,EMERGENT FRY,,,1993,BOULDER CR 333-10,6/1/93,0,40000,,3,NO MARK,,,,
NOT TAGGED,!12935ADFG02,AK,ADFG,H,NOME INSTREAM INCUB,1992,HOBSON CR 333-10,,CHUM,EMERGENT FRY,,,1993,HOBSON CR 333-10,6/1/93,0,80000,,3,NO MARK,,,,
NOT TAGGED,!12922ADFG17,AK,ADFG,H,PILLAR CREEK,1991,MONASHKA 259-10,,COHO,FINGERLING  ,6.5,,1992,HIDDEN LK 251-40,9/5/92,0,30000,,4,LV,,,,
NOT TAGGED,!12922ADFG18,AK,ADFG,H,PILLAR CREEK,1991,MONASHKA 259-10,,COHO,FINGERLING  ,1.4,,1992,LITTLE KITOI LK 252-31,7/6/92,0,30000,,4,RV,,,,
NOT TAGGED,!12922ADFG19,AK,ADFG,H,PILLAR CREEK,1991,MONASHKA 259-10,,COHO,FED FRY     ,0.3,,1992,MONASHKA CR 259-10,5/28/92,0,52000,,4,NO MARK,,,,
NOT TAGGED,!12924ADFG19,AK,ADFG,H,PILLAR CREEK,1991,AFOGNAK LK 252-34,,SOCKEYE,FINGERLING  ,1.4,,1992,AFOGNAK LK 252-34,7/5/92,0,160000,,4,NO MARK,,,,
